Lake_Series,Lake_Name,Date,pH,Contaminants,Bacteria_Level,Temperature,Turbidity,Dissolved_Oxygen,Nitrogen_Levels,Alkalinity_Level,Calcium_Hardness,Magnesium_Hardness,Sodium,Chloride_Levels,Total_Dissolved_Solids,Cadmium,Iron,Lead,Mercury,Zinc,Nitrate,Nitrite,Nickel
Varthur Lake Series,Vibhuthipura Lake,16-02-2021,7.11,63.27,2977.19,31.2,2.65,9.39,0.19,128.81,204.97,67.7,54.9,12.6,958.83,0.004,0.29,0.005,0.0001,0.024,0.96,0.02,0.11
Varthur Lake Series,Vibhuthipura Lake,02-08-2021,7.14,121.07,255.44,34.51,6.99,7.7,8.62,114.9,243.22,29.55,59.64,26.14,752.18,0.0047,0.12,0.004,0.0001,0.033,0.03,0.07,0.12
Varthur Lake Series,Vibhuthipura Lake,21-02-2024,7.59,58.68,903.38,34.44,0.93,9.2,2.02,105.64,14.02,148.23,43.97,37.73,420.33,0.0031,0.11,0.011,0.0002,0.01,0.7,0.1,0.12
Varthur Lake Series,Vibhuthipura Lake,12-02-2023,7.12,93.34,1134.29,36.04,0.11,11.6,6.17,137.35,165.99,121.82,74.48,21.3,11.74,0.0043,0.27,0.002,0.0001,0.027,0.51,0.04,0.13
Varthur Lake Series,Vibhuthipura Lake,29-06-2020,8.07,12.57,2149.69,10.78,0.74,6.48,8.93,92.65,288.76,94.79,74.02,66.3,618.62,0.0044,0.18,0.009,0.0001,0.032,0.72,0.02,0.1
Varthur Lake Series,Vibhuthipura Lake,28-06-2020,6.7,85.92,820.68,18.43,4.9,9.49,1.83,123.55,116.99,74.61,20.2,134.12,98.01,0.0035,0.03,0.01,0.0002,0.022,2.13,0.09,0.13
Varthur Lake Series,Vibhuthipura Lake,08-01-2024,7.64,64.32,2793.04,39.88,4.27,9.72,4.88,43.09,142.79,104.48,33.12,162.36,357.94,0.0028,0.1,0.009,0.0002,0.009,1.62,0.05,0.12
Varthur Lake Series,Vibhuthipura Lake,25-04-2023,8.71,20.32,581.21,27.27,5.88,8.04,7.35,34.39,189.41,72.34,90.12,92.12,552.59,0.0043,0.17,0.002,0.0001,0.024,2.88,0.07,0.1
Varthur Lake Series,Vibhuthipura Lake,08-04-2020,7.02,68.93,1772.92,25.94,0.64,12.55,9.26,188.75,225.31,45.7,34.87,216.54,664.57,0.0029,0.01,0.015,0.0002,0.025,2.51,0.07,0.11
Varthur Lake Series,Vibhuthipura Lake,12-12-2021,8.68,121.73,2179.9,14.78,6.58,6.7,9.46,33.75,85.77,100.85,10.01,16.42,852.52,0.0027,0.13,0.003,0.0002,0.037,1.03,0.03,0.12
Varthur Lake Series,Vibhuthipura Lake,15-04-2024,7.77,77.71,1955.62,26.53,1.2,3.59,3.25,51.54,148.09,43.6,75.52,193.38,228.23,0.0043,0.23,0.008,0.0001,0.035,0.03,0.07,0.12
Varthur Lake Series,Vibhuthipura Lake,22-06-2021,7.16,59.25,2278.13,34.24,4.89,13.06,5.28,51.88,32.08,8.52,49.57,146.47,656.62,0.0006,0.19,0.001,0.0001,0.015,2.05,0.1,0.13
Varthur Lake Series,Vibhuthipura Lake,05-09-2023,8.74,11.99,571.5,22.83,0.6,13.55,7.35,164.62,108.37,144.04,82.52,249.68,447.57,0.0044,0.3,0.005,0.0002,0.024,0.6,0.1,0.14
Varthur Lake Series,Vibhuthipura Lake,09-11-2023,7.5,4.61,1947.25,22.09,2.37,7.82,2.43,177.25,66.24,35.27,90.74,18.84,827.51,0.0014,0.25,0.012,0.0002,0.035,0.82,0.08,0.1
Varthur Lake Series,Vibhuthipura Lake,24-01-2020,8,26.76,1031.23,10.73,2.42,8.53,8.99,121.45,53.16,16.24,72.74,53.24,935.33,0.002,0.29,0.012,0.0002,0.025,1.06,0.06,0.13
Varthur Lake Series,Vibhuthipura Lake,08-03-2024,7.34,93.87,223.14,37.14,5.3,4.72,5.48,114.01,181.63,61.35,32.81,249.32,271.61,0.0039,0.22,0.01,0.0001,0.048,2.86,0.02,0.1
Varthur Lake Series,Vibhuthipura Lake,19-11-2022,7.88,82.03,1889.66,38.22,2.82,11.86,3.57,156.43,53.79,105.36,85.11,62.98,491.89,0.0032,0.09,0.003,0.0002,0.02,0.73,0.01,0.14
Varthur Lake Series,Vibhuthipura Lake,01-07-2023,7.8,94.63,2806.04,22.72,6.95,10.6,8.88,51.3,200.79,7.08,21.21,88.36,51.66,0.0009,0.18,0.006,0.0001,0.018,2.96,0.1,0.11
Varthur Lake Series,Vibhuthipura Lake,30-08-2021,8.79,78.89,2703.13,11.1,2.37,5.35,1.68,59.82,244.85,33.49,89.77,212.25,546.8,0.0017,0.15,0.013,0.0001,0.016,2.19,0.01,0.11
Varthur Lake Series,Vibhuthipura Lake,10-05-2020,7.34,14.78,1483.83,32.57,2.67,13.92,4.97,190.85,57.1,110.25,44,78.03,768.66,0.0006,0.02,0.01,0.0002,0.048,0.28,0.08,0.12
Varthur Lake Series,Vibhuthipura Lake,30-01-2021,8.08,23.51,1953.43,12.97,4.48,13.14,2.51,194.45,90.46,133.94,29.01,248.58,622.58,0.0005,0.11,0.015,0.0001,0.025,0.98,0.04,0.14
Varthur Lake Series,Vibhuthipura Lake,22-08-2020,7.05,78.61,2603.59,24.41,0.9,5.89,8.45,169.86,54.9,117.34,78.3,24.17,476.93,0.0049,0.29,0.004,0.0001,0.046,1.32,0.03,0.13
Varthur Lake Series,Vibhuthipura Lake,30-05-2021,8.7,71.63,2153,25,1.15,7.14,6.23,104.89,15.33,13.39,47,168.95,868.73,0.0047,0.23,0.006,0.0001,0.018,1.18,0.03,0.13
Varthur Lake Series,Vibhuthipura Lake,27-04-2022,7.39,17.43,1722.43,15.36,1.64,13.44,2.07,76.6,107.08,102.18,64.93,123.8,792.57,0.0016,0.09,0.019,0.0002,0.031,0.73,0.03,0.13
Varthur Lake Series,Vibhuthipura Lake,19-03-2023,7.34,88.16,1235.87,23.99,1.16,8.85,4.41,38.16,8.69,139.88,66.91,13.57,10.21,0.0032,0.24,0.006,0.0002,0.014,2.64,0.07,0.12
Varthur Lake Series,Vibhuthipura Lake,06-08-2021,6.1,135.51,1417.45,26.59,2.52,6.84,4.35,36.83,271.94,120.97,18.34,45.87,74.02,0.0025,0.01,0.018,0.0002,0.031,2.03,0,0.12
Varthur Lake Series,Vibhuthipura Lake,29-03-2020,8.3,7.69,673.28,38.84,1.5,11.37,0.15,186.92,129.32,136.84,70.16,148.7,291.46,0.0006,0.01,0.01,0.0002,0.024,0.06,0.09,0.1
Varthur Lake Series,Vibhuthipura Lake,14-10-2023,8.65,99.19,601.18,33.69,5.63,10.73,6.1,77.6,27.6,117.4,19.92,104.81,391.5,0.0019,0.19,0.018,0.0001,0.02,1.29,0.01,0.11
Varthur Lake Series,Vibhuthipura Lake,29-06-2020,7.28,17.69,1594.76,22.09,6.11,3.26,8.36,143.25,217.83,117.5,74.53,171.43,543.31,0.0021,0.07,0.001,0.0002,0.027,1.06,0.01,0.12
Varthur Lake Series,Vibhuthipura Lake,28-12-2020,7.24,127.66,241.51,19.69,5.89,13.65,9.68,30.39,209.57,39.97,99.42,113,837.99,0.0026,0.17,0.004,0.0001,0.005,1.09,0.01,0.1
Varthur Lake Series,Vibhuthipura Lake,03-05-2021,7.71,1.85,2550.79,20.65,0.79,3.75,3.13,156.64,97.39,65.92,20.49,124.28,951.96,0.0034,0.08,0.005,0.0002,0.041,0.86,0.04,0.12
Varthur Lake Series,Vibhuthipura Lake,20-04-2021,8.37,15.23,180.83,32.49,4.1,9.83,2.64,116.02,248.95,3.07,55.38,209.98,118.4,0.0036,0.09,0.008,0.0002,0.026,0.71,0.04,0.12
Varthur Lake Series,Vibhuthipura Lake,24-01-2024,7.58,136.56,2774.35,35.58,4.52,3.08,3.8,96.59,143.37,2.24,67.49,179.05,762.67,0.0028,0.1,0.008,0.0001,0.029,1.86,0.02,0.14
Varthur Lake Series,Vibhuthipura Lake,01-09-2022,6.51,45.31,355.91,16.71,5.04,13.98,9.72,143.42,163.89,4.62,88.48,55.01,673.06,0.0024,0.14,0.017,0.0001,0.03,2.68,0.1,0.14
Varthur Lake Series,Vibhuthipura Lake,26-06-2023,6.14,26,1895.45,32.76,1.13,7.63,6.89,134,128.89,17.48,94.77,36.63,111.79,0.0032,0.23,0.019,0.0001,0.05,2.89,0.02,0.11
Varthur Lake Series,Vibhuthipura Lake,19-05-2022,7.92,50.28,1495.46,29.07,2.79,5.13,0.35,61.26,206.03,141.85,62.62,77.16,371.49,0.0022,0.11,0.02,0.0001,0.03,2.89,0.05,0.1
Varthur Lake Series,Vibhuthipura Lake,10-08-2021,8.66,19.59,1980.99,36.13,1.82,6.19,5.86,112.09,276.66,74.35,70.64,84.8,764.88,0.0029,0.07,0.019,0.0001,0.007,2.81,0.03,0.14
Varthur Lake Series,Vibhuthipura Lake,23-08-2020,8.99,142.65,839.41,11.01,6.11,13.94,6.05,172.94,51.85,9.25,12.34,137.02,769.97,0.0021,0.13,0.008,0.0002,0.035,2.66,0.04,0.14
Varthur Lake Series,Vibhuthipura Lake,08-07-2020,7.83,25.15,1997.63,27.66,6.46,14.88,1.38,192.35,83.22,146.75,91.12,40.48,861.22,0.0006,0.26,0.017,0.0002,0.027,1.03,0.03,0.1
Varthur Lake Series,Vibhuthipura Lake,16-05-2021,6.99,117.69,1437.91,28.11,4.62,5.17,9.95,22.94,297.61,61.92,55.28,47.48,282.54,0.0041,0.11,0.014,0.0002,0.019,1.99,0.08,0.13
Varthur Lake Series,Vibhuthipura Lake,31-12-2021,8.06,50.99,2988.58,14.12,5.37,5.25,0.78,112.53,58.92,111.15,53.14,102.67,336.85,0.0015,0.09,0.017,0.0001,0.006,2.15,0.01,0.12
Varthur Lake Series,Vibhuthipura Lake,06-01-2022,6.93,65.24,427.18,37.78,0.36,4.57,7.67,131.49,233.13,72.62,87.69,245.98,156.86,0.0032,0.1,0.008,0.0002,0.009,1.7,0.04,0.11
Varthur Lake Series,Vibhuthipura Lake,01-09-2021,6.74,129.37,1779.92,19.82,0.09,4.55,8.03,50.5,203.77,54.64,79.78,215.69,899.76,0.0037,0.1,0.01,0.0002,0.045,2.02,0.06,0.12
Varthur Lake Series,Vibhuthipura Lake,17-03-2020,7.98,62.47,1415.13,31.68,5.2,14.07,6.7,153.96,154.71,113.25,17.28,159.03,809.97,0.0017,0.13,0.002,0.0001,0.045,0.23,0.02,0.12
Varthur Lake Series,Vibhuthipura Lake,27-11-2020,8.08,26.91,2891.36,15.19,4.37,3.83,1.73,103.58,243.81,96.68,87.19,63.82,123.44,0.0019,0.18,0.008,0.0001,0.047,2.76,0,0.11
Varthur Lake Series,Vibhuthipura Lake,21-01-2024,8.85,98.57,1204.94,15.25,6.99,9.21,5.39,99.95,123.89,32.25,75.59,26.25,538.18,0.0011,0.27,0.007,0.0001,0.031,2.61,0.07,0.14
Varthur Lake Series,Vibhuthipura Lake,05-03-2024,8.83,137.05,2302.75,11.56,6.95,6.74,7.37,117.92,19.12,41.71,60.71,107.58,838.68,0.0008,0.23,0.004,0.0002,0.005,2.25,0.01,0.13
Varthur Lake Series,Vibhuthipura Lake,28-12-2023,8.93,69.66,1315.23,28.18,1.98,3.11,5,37.06,284.98,46.35,18.73,64.85,273.75,0.005,0.05,0.006,0.0002,0.03,1.54,0.06,0.12
Varthur Lake Series,Vibhuthipura Lake,17-04-2021,6.76,130.33,1219.86,23.74,2.07,7.93,1.94,81.41,213.46,122.03,59.96,97.07,181.29,0.0009,0.15,0.002,0.0001,0.03,1.45,0.01,0.11
Varthur Lake Series,Vibhuthipura Lake,07-06-2023,8.95,137,2139.26,17.71,0.12,8.79,7.77,196.87,219.97,140.79,63.35,16.27,750.66,0.0034,0.02,0.011,0.0002,0.01,2.11,0.03,0.13
Varthur Lake Series,Vibhuthipura Lake,13-08-2023,6.92,123.7,468.65,34.38,2.08,8.87,0.36,58.26,105.73,70.73,47.73,26.67,398.08,0.0018,0.07,0.013,0.0001,0.021,2.21,0.01,0.11
Varthur Lake Series,Vibhuthipura Lake,11-09-2020,8.66,144.97,1200.85,31.96,2.6,13.49,6.75,23.6,283.19,38.23,85.92,103.04,882.27,0.0023,0.22,0.011,0.0001,0.005,0.56,0.08,0.12
Varthur Lake Series,Vibhuthipura Lake,12-07-2021,8.11,40.56,913.89,37.35,0.72,7.99,9.38,39.93,131.97,81.82,38.35,36.27,893.56,0.0014,0.24,0.001,0.0001,0.009,1.5,0.08,0.15
Varthur Lake Series,Vibhuthipura Lake,10-03-2024,8.82,74.84,316.36,34.17,1.8,6.6,6.13,70,65.39,35.42,12.99,144.43,542.66,0.0041,0.15,0.014,0.0001,0.031,1.91,0,0.11
Varthur Lake Series,Vibhuthipura Lake,17-05-2022,8.15,42.07,1203.88,32.05,1.15,3.86,9,84.13,261.98,112.97,5.44,68.91,361.83,0.0022,0.19,0.003,0.0001,0.034,0.12,0.03,0.12
Varthur Lake Series,Vibhuthipura Lake,24-05-2024,8.72,108.72,2349.84,27.81,4.84,10.87,7.53,27.07,16.64,113.69,20.91,193.78,906.42,0.0002,0.12,0.006,0.0002,0.047,1.96,0.07,0.15
Varthur Lake Series,Vibhuthipura Lake,04-04-2022,7.25,132.67,568.36,13.89,2.53,3.81,6.43,116.29,220.92,97.32,10.89,221.23,777.34,0.0005,0.13,0.013,0.0002,0.049,0.47,0.02,0.14
Varthur Lake Series,Vibhuthipura Lake,12-09-2020,6.58,82.67,1477.38,21.62,6.02,13.74,7.44,78.88,281.3,79.66,73.99,148.73,620.51,0.0008,0.13,0.018,0.0002,0.032,1.59,0.03,0.1
Varthur Lake Series,Vibhuthipura Lake,29-07-2021,6.49,5.64,2839.65,30.96,0.28,7.41,3.78,117.3,122.7,102.87,99.92,23.05,487.07,0.0034,0.27,0.012,0.0002,0.047,2.63,0.07,0.12
Varthur Lake Series,Vibhuthipura Lake,03-03-2023,8.81,35.02,1457.72,30.59,4.39,5.28,5.52,167.97,69.19,147.57,93.15,77.79,862.19,0.0041,0.22,0.005,0.0001,0.009,2.59,0.07,0.11
Varthur Lake Series,Vibhuthipura Lake,12-07-2023,7.24,14.83,2084.88,16.25,5.55,3.25,5.5,43.36,55.65,70.13,21.5,50.25,525.63,0.001,0.22,0.007,0.0002,0.019,2.65,0.06,0.11
Varthur Lake Series,Vibhuthipura Lake,21-01-2021,8.35,140.77,1198.7,23.51,6.18,8.22,3.7,127.17,290.09,131.49,47.68,92.93,635.73,0.0031,0.11,0.007,0.0001,0.008,2.78,0.06,0.11
Varthur Lake Series,Vibhuthipura Lake,15-09-2021,6.95,103.2,124.76,27.27,2.32,11.34,3.41,190.29,75.54,136.26,65.22,134.09,633.17,0.0012,0.13,0.001,0.0002,0.03,2.7,0.03,0.11
Varthur Lake Series,Vibhuthipura Lake,13-10-2021,7.88,116.45,1926.93,13.79,5.12,6.74,2.58,50.39,41.62,130.71,90.97,246.26,488.44,0.0003,0.28,0.018,0.0001,0.009,0.37,0.06,0.13
Varthur Lake Series,Vibhuthipura Lake,13-02-2023,6.2,62.04,695.19,17.75,2.78,4.43,6.66,158.94,194.4,58.85,16.3,96.94,170.27,0.0022,0.09,0.01,0.0002,0.029,1.87,0.09,0.11
Varthur Lake Series,Vibhuthipura Lake,16-06-2022,7.44,31.24,2660.83,30.2,6.61,11.1,8,187.11,240.76,66.38,20.28,211.05,439.33,0.0011,0.09,0.001,0.0002,0.046,1.9,0.1,0.13
Varthur Lake Series,Vibhuthipura Lake,13-07-2022,7.27,120.7,1211.24,10.13,0.82,7.9,1.98,23.12,157.73,16.46,18.98,20.89,324.04,0.0034,0.05,0.01,0.0002,0.005,1.7,0.02,0.13
Varthur Lake Series,Vibhuthipura Lake,11-09-2020,8.11,83.41,2732.65,13.27,4.52,4.41,1.05,98.6,284.15,111.45,13.66,219.15,611.69,0.0018,0.17,0.006,0.0001,0.033,2.54,0.02,0.13
Varthur Lake Series,Vibhuthipura Lake,17-12-2023,8.7,46,2032.87,26.33,6.62,4.39,7.76,162.25,118.35,110.61,86.27,144.17,265.88,0.0043,0.02,0.016,0.0002,0.016,0.44,0.02,0.14
Varthur Lake Series,Vibhuthipura Lake,26-06-2023,6.65,49.27,1557.22,15.85,6.3,4.17,6.96,35.1,202.74,16.28,9.99,126.59,222.07,0.0017,0.1,0.004,0.0001,0.012,2.16,0.1,0.13
Varthur Lake Series,Vibhuthipura Lake,05-12-2023,6.85,143.68,2712.96,38.14,4.55,14.01,1.91,188.01,285.44,116.59,15.22,11.17,701.94,0.0024,0.2,0.006,0.0001,0.018,0.55,0.01,0.15
Varthur Lake Series,Vibhuthipura Lake,13-03-2020,8.18,26.86,1631.97,20.95,3.87,13.64,0.93,93.14,141.24,24.53,55.89,68.82,455.75,0.0014,0.07,0.01,0.0002,0.026,0.35,0.03,0.14
Varthur Lake Series,Vibhuthipura Lake,17-02-2024,7.65,19.85,674.74,22.73,4.4,5.39,1.66,160.96,263.83,60.84,84.16,164.12,310.28,0.0032,0.06,0.013,0.0002,0.004,1.88,0.03,0.14
Varthur Lake Series,Vibhuthipura Lake,27-10-2022,8.68,87.18,2183.4,38.21,6.43,4.21,3.5,174.39,55.24,36.56,86.89,74.37,808.32,0.0016,0.13,0.002,0.0001,0.018,1.11,0.08,0.13
Varthur Lake Series,Vibhuthipura Lake,06-09-2022,7.59,25.41,679.41,12.54,2.26,11.6,8.32,92.07,77.83,15.44,0.23,164.91,655.76,0.0014,0.21,0.019,0.0001,0.034,0.7,0.08,0.11
Varthur Lake Series,Vibhuthipura Lake,01-03-2024,7.71,120.79,852.56,28.76,6.91,3.97,0.12,151.05,43.84,97.89,38.01,25.66,788.9,0.0044,0.24,0.004,0.0001,0.011,1.8,0.1,0.15
Varthur Lake Series,Vibhuthipura Lake,14-10-2021,6.3,105.65,1446.45,16.78,6.32,5.11,6.42,124.31,236.92,137.99,14.02,249.2,659.27,0.001,0.08,0.003,0.0002,0.017,0.04,0.08,0.14
Varthur Lake Series,Vibhuthipura Lake,06-04-2024,8.54,55.58,268.3,23.82,5.83,11.39,4.97,99.72,232.89,55.8,47.39,222.28,693.97,0.004,0.25,0.008,0.0002,0.01,1.47,0.08,0.13
Varthur Lake Series,Vibhuthipura Lake,08-07-2021,8.34,46.76,1082.53,20.98,0.75,5.6,3.08,58.97,262.41,14.48,61.62,56.85,450.08,0.005,0.01,0.001,0.0002,0.042,0.52,0.06,0.11
Varthur Lake Series,Vibhuthipura Lake,29-09-2021,7.09,123.95,483.22,28.58,0.47,9.93,9.85,123.67,78.14,49.29,33.48,177.15,394.48,0.0021,0.08,0.007,0.0001,0.025,1.39,0.02,0.15
Varthur Lake Series,Vibhuthipura Lake,31-07-2022,8.7,123.19,1527.8,25.38,2.63,13.21,8.34,168.94,55.65,44.33,7.29,206.56,739.65,0.0012,0.23,0.013,0.0001,0.039,2.78,0.05,0.13
Varthur Lake Series,Vibhuthipura Lake,18-10-2022,6.18,94.39,2837.68,39.11,6.01,7.32,4.1,95.69,0.73,121.75,77.84,232.67,846.23,0.0024,0.23,0.003,0.0002,0.022,0.63,0.1,0.14
Varthur Lake Series,Vibhuthipura Lake,05-02-2022,6.76,20.58,1231.49,24.22,2.46,12.79,3.93,31.91,260.3,108.79,32.73,170.32,941.99,0.0039,0.28,0.014,0.0001,0.021,2.18,0.01,0.15
Varthur Lake Series,Vibhuthipura Lake,31-07-2022,6.07,40.14,1308.84,23.04,5.27,4.27,4.99,109.01,244.71,111.96,13.15,186.52,125.66,0.0032,0.1,0.003,0.0002,0.029,1.33,0,0.15
Varthur Lake Series,Vibhuthipura Lake,23-05-2020,7.46,41.6,2472.95,32.63,2.27,3.39,0.14,187.19,56.28,72.26,23.83,109.68,131.48,0.0011,0.16,0.019,0.0002,0.034,0.19,0.08,0.14
Varthur Lake Series,Vibhuthipura Lake,13-12-2023,8.95,93.5,1480.68,10.34,1.81,14.28,8.98,105.2,54.94,86.67,19.75,240.67,687.87,0.0037,0.02,0.002,0.0002,0.024,0.5,0.03,0.12
Varthur Lake Series,Vibhuthipura Lake,03-03-2020,8.56,112.03,2240.23,15.44,5.88,10.71,6.99,40.21,18.28,11.35,13.02,20.62,964.82,0.0017,0.06,0.011,0.0001,0.024,2.38,0.03,0.11
Varthur Lake Series,Vibhuthipura Lake,01-01-2023,8.76,120.31,731.9,21.9,6.93,14.56,0.46,140.99,147.42,10.65,83.12,227.81,61.36,0.001,0.1,0.002,0.0002,0.016,1.59,0.01,0.12
Varthur Lake Series,Vibhuthipura Lake,06-03-2020,8.44,61.44,1139.16,25.5,2.52,14.14,6.37,195.93,163.65,146.41,59.41,145.67,560.9,0.0028,0.21,0.018,0.0001,0.039,0.64,0.04,0.12
Varthur Lake Series,Vibhuthipura Lake,21-04-2024,6.64,10.35,1616.05,12.98,4.4,3.47,8.23,54.86,40.98,78.39,26.34,170.51,759.44,0.0047,0.27,0.013,0.0001,0.018,0.78,0.05,0.14
Varthur Lake Series,Vibhuthipura Lake,17-08-2021,8.23,98.73,517.89,35.98,6.29,3.39,9.86,72.89,251.19,110.91,37.56,90.36,979.53,0.0015,0.17,0.008,0.0001,0.013,2.11,0.06,0.13
Varthur Lake Series,Vibhuthipura Lake,23-05-2022,7.6,117.86,171.7,39.2,0.16,9.95,7.51,22.05,8.03,7.05,97.23,61.38,826.52,0.0023,0.1,0.02,0.0001,0.031,0.27,0.03,0.11
Varthur Lake Series,Vibhuthipura Lake,11-04-2020,7.59,135.03,1030.91,18.29,5.33,4.73,3.86,40.85,236.29,145.48,52.09,163.33,381.4,0.0046,0.21,0.007,0.0001,0.019,2.49,0.1,0.13
Varthur Lake Series,Vibhuthipura Lake,06-02-2021,8.77,98.64,2946.5,16.19,1.13,13.44,4.87,198.2,170.97,136.26,25.64,159.92,439.32,0.0044,0.25,0.012,0.0001,0.036,2.13,0.07,0.13
Varthur Lake Series,Vibhuthipura Lake,04-09-2022,6.27,15.56,1181.37,21.99,3.67,4.09,0.72,33.64,26.51,47.23,16.73,249.52,459.86,0.0009,0.18,0.01,0.0002,0.047,2.94,0.05,0.12
Varthur Lake Series,Vibhuthipura Lake,10-09-2022,7.72,7.54,2180.14,36.21,3.34,7.81,1.61,92.86,125.15,21.51,19.64,230.51,259.12,0.0008,0,0.016,0.0001,0.017,0.18,0,0.12
Varthur Lake Series,Vibhuthipura Lake,03-05-2022,6.84,62.83,1969.8,39.41,3.27,11.6,0.25,181.1,178.37,116.03,46.02,14.05,66.41,0.0025,0.12,0.012,0.0002,0.035,0.64,0.07,0.11
Varthur Lake Series,Vibhuthipura Lake,19-02-2022,6.02,27.37,351.09,31.1,0.63,9.31,4.04,35.29,272.32,123.58,28.59,144.11,475.73,0.0006,0.15,0.013,0.0001,0.025,1.16,0.02,0.12
Varthur Lake Series,Vibhuthipura Lake,31-08-2021,7.63,144.77,1312.54,21.35,5.48,8.15,8.48,183.34,101.86,136.74,37.59,225.53,968.84,0.0047,0.01,0.011,0.0001,0.015,0.32,0.01,0.12
Varthur Lake Series,Kundalahalli Lake,17-08-2020,8.38,18.7,587.54,12.99,3.66,11.68,7.55,61.16,177.96,70.48,91.06,18.75,315.78,0.0007,0.23,0.017,0.0002,0.008,2.39,0.01,0.14
Varthur Lake Series,Kundalahalli Lake,29-04-2020,6.38,76.39,2591.78,24.57,1.87,7.6,8.99,130.78,260.23,139.42,84.83,171.38,656.13,0.0047,0.03,0.017,0.0002,0.022,1.1,0.05,0.12
Varthur Lake Series,Kundalahalli Lake,23-08-2022,6.51,73.38,1627.71,29.77,0.78,10.35,6.25,121.88,94.32,20.93,57.74,172.69,901.86,0.0023,0.09,0.003,0.0001,0.036,0.42,0.06,0.14
Varthur Lake Series,Kundalahalli Lake,25-11-2020,6.46,34.36,2343.74,17.98,2.74,6.11,5.64,74.43,168.99,15.05,76.71,16.38,964.84,0.0015,0.18,0.009,0.0002,0.028,0.17,0.04,0.12
Varthur Lake Series,Kundalahalli Lake,25-11-2023,6.95,134.14,521.61,35.33,5.28,10.59,2.86,40.03,86.78,46.9,51.11,185.59,631.44,0.0015,0.05,0.016,0.0002,0.036,2.03,0.1,0.13
Varthur Lake Series,Kundalahalli Lake,04-04-2020,7.77,56.43,1899.44,25.43,4.14,7.03,8.29,197.1,119.5,123.23,76.03,130.77,884.71,0.004,0.03,0.005,0.0002,0.012,0.45,0.09,0.13
Varthur Lake Series,Kundalahalli Lake,30-10-2022,6.25,141.58,1965.25,34.57,0.07,8.22,8.26,103.5,273.89,134.28,36.21,222.84,436.91,0.0016,0.02,0.013,0.0001,0.043,2.84,0.07,0.12
Varthur Lake Series,Kundalahalli Lake,16-08-2022,8.87,128.53,1302.81,13.49,1.91,8.76,9.85,118.91,189.85,71.23,22.15,187.98,92.62,0.0006,0.15,0.012,0.0002,0.026,1.55,0.06,0.13
Varthur Lake Series,Kundalahalli Lake,16-11-2023,8.36,48.41,891.7,25.46,6.42,14.04,4.69,158.55,269.08,138.58,43.78,192.88,179.18,0.0029,0.04,0.02,0.0002,0.025,1.2,0.05,0.15
Varthur Lake Series,Kundalahalli Lake,22-12-2021,8.78,50.22,849.78,28.39,2.32,10.16,8.16,133.28,202.32,115.67,28.06,80.73,517.93,0.0015,0.04,0.013,0.0002,0.041,1.82,0.05,0.11
Varthur Lake Series,Kundalahalli Lake,12-01-2024,6.98,85.41,1045.85,30.29,1.94,3.08,0.99,166.83,238.44,1.59,37.31,135.67,4.95,0.0007,0.25,0.009,0.0002,0.038,2.76,0.02,0.14
Varthur Lake Series,Kundalahalli Lake,14-08-2022,6.05,129.91,2666.03,33.76,6.31,4.56,1.03,30.5,80.86,133.65,38.53,114.03,304.05,0.0023,0.26,0.005,0.0001,0.027,0.85,0.02,0.11
Varthur Lake Series,Kundalahalli Lake,29-11-2020,8.77,78.87,2630.99,13.62,6.16,12.61,9.84,115.3,244.53,84.93,19.16,71.91,860.21,0.0046,0.18,0.002,0.0001,0.036,0.14,0.06,0.1
Varthur Lake Series,Kundalahalli Lake,27-01-2020,6.22,52.2,1210.09,10.4,6.77,11.55,1.38,166.73,68.45,139.87,24.96,27.63,456.41,0.0043,0.08,0.003,0.0002,0.028,1.08,0.01,0.11
Varthur Lake Series,Kundalahalli Lake,15-12-2023,6.3,145.01,1180.91,19.08,5.77,13.36,6.91,133.61,296.24,109.27,93.65,177.84,599.35,0.0008,0.01,0.018,0.0002,0.024,1.9,0.06,0.15
Varthur Lake Series,Kundalahalli Lake,27-09-2021,8.86,146.24,1070.32,19.93,6.02,9.63,4.26,120.51,220.43,145.65,78.16,145.82,630.26,0.0036,0.22,0.017,0.0001,0.018,2.45,0.04,0.14
Varthur Lake Series,Kundalahalli Lake,06-07-2021,8.65,50.91,599.13,37.4,2.29,5.28,6.84,73.08,96.12,85.68,20.82,85.42,654.54,0.002,0.07,0.013,0.0002,0.041,2.24,0.09,0.12
Varthur Lake Series,Kundalahalli Lake,18-07-2021,6.42,143.81,1651.4,20.91,2.66,3.15,9.13,156.98,295.99,58.15,9.22,143.16,300.54,0.0045,0.05,0.007,0.0001,0.016,2.77,0.01,0.14
Varthur Lake Series,Kundalahalli Lake,16-05-2024,6.02,43.14,2394.54,35.11,5.85,12.28,9.28,169.61,269.51,12.78,74.38,119.21,197.42,0.0045,0.1,0.005,0.0002,0.032,0.31,0.05,0.11
Varthur Lake Series,Kundalahalli Lake,10-06-2022,6.85,39.87,1362.11,20.69,2.85,9.84,7.51,163.87,35.76,0.83,16.02,28.32,614.64,0.003,0.23,0.002,0.0002,0.039,2.03,0.01,0.13
Varthur Lake Series,Kundalahalli Lake,28-07-2021,7.75,83.37,1809.39,24.78,4.67,8.41,6.16,91.03,122.17,82.46,32.53,38.7,31.22,0.0006,0.22,0.002,0.0002,0.031,0.76,0.02,0.12
